age,job,marital,education,children,mortgage,empvarrate,conspriceidx,consconfidx,euribor3m,nremployed,y
34,services,married,high.school,5,yes,1.1,93.994,-36.4,4.856,5191,no
35,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
45,admin.,married,basic.9y,3,yes,1.1,93.994,-36.4,4.856,5191,no
43,technician,married,basic.9y,3,no,1.1,93.994,-36.4,4.856,5191,no
47,services,divorced,high.school,1,unknown,1.1,93.994,-36.4,4.856,5191,no
49,unknown,married,unknown,1,no,1.1,93.994,-36.4,4.856,5191,no
36,housemaid,married,high.school,4,no,1.1,93.994,-36.4,4.856,5191,no
35,services,married,high.school,4,yes,1.1,93.994,-36.4,4.856,5191,no
27,blue-collar,married,basic.9y,2,unknown,1.1,93.994,-36.4,4.856,5191,no
54,retired,married,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
31,admin.,married,high.school,3,yes,1.1,93.994,-36.4,4.856,5191,no
33,blue-collar,married,basic.4y,0,no,1.1,93.994,-36.4,4.856,5191,no
29,management,married,university.degree,3,no,1.1,93.994,-36.4,4.856,5191,no
40,blue-collar,married,basic.6y,3,yes,1.1,93.994,-36.4,4.856,5191,no
36,admin.,married,university.degree,4,no,1.1,93.994,-36.4,4.856,5191,yes
51,entrepreneur,married,basic.9y,5,yes,1.1,93.994,-36.4,4.856,5191,no
39,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.856,5191,no
36,management,married,university.degree,1,no,1.1,93.994,-36.4,4.856,5191,yes
30,services,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,divorced,high.school,4,no,1.1,93.994,-36.4,4.856,5191,no
37,technician,married,professional.course,2,no,1.1,93.994,-36.4,4.856,5191,no
46,housemaid,married,basic.4y,1,no,1.1,93.994,-36.4,4.856,5191,no
44,blue-collar,married,unknown,4,no,1.1,93.994,-36.4,4.856,5191,no
30,management,married,university.degree,0,no,1.1,93.994,-36.4,4.856,5191,yes
30,admin.,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
33,technician,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
54,management,divorced,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
44,blue-collar,married,unknown,4,no,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,single,unknown,0,no,1.1,93.994,-36.4,4.856,5191,no
35,services,married,high.school,1,no,1.1,93.994,-36.4,4.856,5191,no
55,technician,married,professional.course,0,no,1.1,93.994,-36.4,4.856,5191,no
29,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.856,5191,no
55,services,married,high.school,4,no,1.1,93.994,-36.4,4.856,5191,no
36,technician,married,university.degree,4,no,1.1,93.994,-36.4,4.856,5191,yes
39,blue-collar,married,basic.6y,3,yes,1.1,93.994,-36.4,4.856,5191,no
58,admin.,married,basic.6y,2,yes,1.1,93.994,-36.4,4.856,5191,no
37,admin.,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.6y,0,yes,1.1,93.994,-36.4,4.856,5191,no
34,management,married,university.degree,5,yes,1.1,93.994,-36.4,4.856,5191,no
54,retired,divorced,basic.4y,3,yes,1.1,93.994,-36.4,4.856,5191,no
27,management,single,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
31,entrepreneur,single,basic.9y,0,no,1.1,93.994,-36.4,4.856,5191,no
48,blue-collar,married,basic.4y,5,no,1.1,93.994,-36.4,4.856,5191,no
46,housemaid,married,basic.4y,5,no,1.1,93.994,-36.4,4.856,5191,no
40,technician,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
47,services,married,high.school,5,no,1.1,93.994,-36.4,4.856,5191,no
47,blue-collar,married,professional.course,3,yes,1.1,93.994,-36.4,4.856,5191,no
58,entrepreneur,married,university.degree,1,no,1.1,93.994,-36.4,4.856,5191,yes
51,self-employed,married,professional.course,3,yes,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.856,5191,no
36,admin.,married,high.school,5,yes,1.1,93.994,-36.4,4.856,5191,no
36,blue-collar,single,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
46,blue-collar,married,basic.4y,0,yes,1.1,93.994,-36.4,4.856,5191,no
50,services,married,high.school,3,yes,1.1,93.994,-36.4,4.856,5191,no
47,management,divorced,university.degree,2,no,1.1,93.994,-36.4,4.856,5191,yes
60,retired,married,high.school,1,yes,1.1,93.994,-36.4,4.856,5191,no
36,services,married,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
25,self-employed,single,university.degree,0,no,1.1,93.994,-36.4,4.856,5191,yes
40,entrepreneur,married,university.degree,3,yes,1.1,93.994,-36.4,4.856,5191,no
36,technician,married,unknown,1,yes,1.1,93.994,-36.4,4.856,5191,no
37,services,married,high.school,1,yes,1.1,93.994,-36.4,4.856,5191,no
46,blue-collar,married,unknown,0,yes,1.1,93.994,-36.4,4.856,5191,no
49,services,married,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
42,technician,married,professional.course,1,no,1.1,93.994,-36.4,4.856,5191,no
37,blue-collar,married,high.school,3,no,1.1,93.994,-36.4,4.856,5191,no
36,technician,married,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,married,basic.4y,5,yes,1.1,93.994,-36.4,4.856,5191,no
39,services,married,basic.9y,4,yes,1.1,93.994,-36.4,4.856,5191,no
28,admin.,married,high.school,1,no,1.1,93.994,-36.4,4.856,5191,no
47,blue-collar,married,basic.4y,0,yes,1.1,93.994,-36.4,4.856,5191,no
42,blue-collar,married,basic.9y,1,yes,1.1,93.994,-36.4,4.856,5191,no
34,entrepreneur,married,professional.course,5,no,1.1,93.994,-36.4,4.856,5191,no
51,blue-collar,married,professional.course,3,no,1.1,93.994,-36.4,4.856,5191,no
30,services,single,unknown,0,yes,1.1,93.994,-36.4,4.856,5191,no
33,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
58,blue-collar,married,basic.4y,2,yes,1.1,93.994,-36.4,4.856,5191,no
36,technician,married,basic.9y,4,no,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,divorced,basic.9y,2,no,1.1,93.994,-36.4,4.856,5191,no
31,services,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
45,services,single,professional.course,0,unknown,1.1,93.994,-36.4,4.856,5191,no
34,blue-collar,single,basic.4y,0,yes,1.1,93.994,-36.4,4.856,5191,no
33,services,divorced,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,married,basic.6y,3,yes,1.1,93.994,-36.4,4.856,5191,no
39,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.856,5191,no
42,technician,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
37,admin.,married,high.school,4,no,1.1,93.994,-36.4,4.856,5191,no
42,blue-collar,single,basic.9y,0,unknown,1.1,93.994,-36.4,4.856,5191,no
48,technician,single,unknown,0,unknown,1.1,93.994,-36.4,4.856,5191,no
29,admin.,married,high.school,5,no,1.1,93.994,-36.4,4.856,5191,no
59,retired,married,basic.9y,5,yes,1.1,93.994,-36.4,4.856,5191,no
32,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.856,5191,no
31,services,married,basic.9y,1,no,1.1,93.994,-36.4,4.856,5191,yes
52,management,married,basic.4y,0,yes,1.1,93.994,-36.4,4.856,5191,no
46,blue-collar,married,unknown,0,no,1.1,93.994,-36.4,4.856,5191,no
25,blue-collar,married,basic.9y,3,no,1.1,93.994,-36.4,4.856,5191,no
36,entrepreneur,married,basic.6y,3,yes,1.1,93.994,-36.4,4.856,5191,no
23,blue-collar,married,professional.course,2,yes,1.1,93.994,-36.4,4.856,5191,no
42,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.856,5191,no
43,admin.,married,high.school,5,no,1.1,93.994,-36.4,4.856,5191,no
29,services,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
45,admin.,married,high.school,0,yes,1.1,93.994,-36.4,4.856,5191,no
45,entrepreneur,married,university.degree,4,yes,1.1,93.994,-36.4,4.856,5191,yes
27,technician,single,high.school,0,no,1.1,93.994,-36.4,4.856,5191,no
35,admin.,married,high.school,4,yes,1.1,93.994,-36.4,4.856,5191,no
35,technician,married,professional.course,5,no,1.1,93.994,-36.4,4.856,5191,no
39,blue-collar,divorced,high.school,4,yes,1.1,93.994,-36.4,4.856,5191,no
29,technician,married,professional.course,3,no,1.1,93.994,-36.4,4.856,5191,no
46,blue-collar,divorced,basic.4y,3,no,1.1,93.994,-36.4,4.856,5191,no
39,admin.,married,university.degree,2,no,1.1,93.994,-36.4,4.856,5191,yes
34,blue-collar,married,basic.6y,5,no,1.1,93.994,-36.4,4.856,5191,no
44,entrepreneur,divorced,university.degree,5,yes,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,married,unknown,4,no,1.1,93.994,-36.4,4.859,5191,no
33,technician,single,professional.course,0,yes,1.1,93.994,-36.4,4.859,5191,no
41,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
37,technician,married,university.degree,2,no,1.1,93.994,-36.4,4.859,5191,no
40,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.859,5191,no
42,blue-collar,divorced,basic.9y,2,yes,1.1,93.994,-36.4,4.859,5191,no
55,blue-collar,married,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
46,management,married,basic.6y,0,no,1.1,93.994,-36.4,4.859,5191,no
37,management,married,university.degree,5,yes,1.1,93.994,-36.4,4.859,5191,no
39,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.859,5191,no
40,blue-collar,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
52,technician,married,high.school,4,yes,1.1,93.994,-36.4,4.859,5191,no
43,management,married,university.degree,2,unknown,1.1,93.994,-36.4,4.859,5191,no
51,blue-collar,married,basic.4y,2,yes,1.1,93.994,-36.4,4.859,5191,no
45,management,divorced,basic.9y,5,no,1.1,93.994,-36.4,4.859,5191,no
40,management,divorced,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
28,student,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
33,admin.,single,high.school,0,unknown,1.1,93.994,-36.4,4.859,5191,no
47,self-employed,married,unknown,1,no,1.1,93.994,-36.4,4.859,5191,no
54,management,divorced,university.degree,3,yes,1.1,93.994,-36.4,4.859,5191,no
46,unknown,married,university.degree,3,no,1.1,93.994,-36.4,4.859,5191,yes
36,admin.,married,high.school,3,no,1.1,93.994,-36.4,4.859,5191,no
46,unemployed,married,professional.course,0,yes,1.1,93.994,-36.4,4.859,5191,no
45,blue-collar,divorced,basic.9y,2,yes,1.1,93.994,-36.4,4.859,5191,no
46,management,married,university.degree,2,no,1.1,93.994,-36.4,4.859,5191,yes
30,services,married,unknown,1,no,1.1,93.994,-36.4,4.859,5191,no
55,management,married,unknown,0,yes,1.1,93.994,-36.4,4.859,5191,no
45,admin.,married,basic.9y,4,yes,1.1,93.994,-36.4,4.859,5191,no
45,admin.,married,high.school,4,yes,1.1,93.994,-36.4,4.859,5191,no
51,admin.,married,basic.4y,3,yes,1.1,93.994,-36.4,4.859,5191,yes
31,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
33,admin.,married,unknown,4,yes,1.1,93.994,-36.4,4.859,5191,no
45,services,divorced,high.school,5,yes,1.1,93.994,-36.4,4.859,5191,no
52,blue-collar,married,basic.4y,2,yes,1.1,93.994,-36.4,4.859,5191,no
35,unemployed,married,university.degree,5,yes,1.1,93.994,-36.4,4.859,5191,no
50,admin.,married,high.school,2,yes,1.1,93.994,-36.4,4.859,5191,no
48,admin.,married,university.degree,1,yes,1.1,93.994,-36.4,4.859,5191,no
41,management,married,unknown,5,yes,1.1,93.994,-36.4,4.859,5191,no
58,housemaid,married,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,no
36,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
44,blue-collar,single,basic.4y,0,no,1.1,93.994,-36.4,4.859,5191,no
38,blue-collar,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,no
38,blue-collar,married,basic.6y,0,yes,1.1,93.994,-36.4,4.859,5191,yes
53,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.859,5191,no
37,blue-collar,married,basic.9y,3,yes,1.1,93.994,-36.4,4.859,5191,no
29,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
35,services,married,high.school,3,no,1.1,93.994,-36.4,4.859,5191,no
59,entrepreneur,married,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
38,technician,married,basic.6y,0,yes,1.1,93.994,-36.4,4.859,5191,no
34,technician,single,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
28,blue-collar,married,basic.9y,2,yes,1.1,93.994,-36.4,4.859,5191,no
43,blue-collar,married,unknown,1,no,1.1,93.994,-36.4,4.859,5191,no
45,blue-collar,divorced,basic.9y,1,yes,1.1,93.994,-36.4,4.859,5191,no
31,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,married,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
50,management,divorced,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
38,technician,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,no
39,technician,married,university.degree,1,no,1.1,93.994,-36.4,4.859,5191,yes
41,technician,married,high.school,3,yes,1.1,93.994,-36.4,4.859,5191,yes
29,blue-collar,married,basic.6y,3,no,1.1,93.994,-36.4,4.859,5191,no
34,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
45,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.859,5191,no
42,blue-collar,married,basic.4y,0,unknown,1.1,93.994,-36.4,4.859,5191,no
32,blue-collar,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
41,blue-collar,married,basic.4y,1,no,1.1,93.994,-36.4,4.859,5191,no
49,blue-collar,married,basic.4y,5,no,1.1,93.994,-36.4,4.859,5191,no
46,blue-collar,married,basic.4y,3,no,1.1,93.994,-36.4,4.859,5191,no
39,blue-collar,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
45,unknown,married,unknown,2,unknown,1.1,93.994,-36.4,4.859,5191,no
48,management,married,basic.4y,3,no,1.1,93.994,-36.4,4.859,5191,no
33,blue-collar,married,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
52,blue-collar,married,basic.6y,2,yes,1.1,93.994,-36.4,4.859,5191,no
44,blue-collar,married,basic.4y,4,no,1.1,93.994,-36.4,4.859,5191,no
44,management,married,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
33,unemployed,divorced,basic.9y,2,yes,1.1,93.994,-36.4,4.859,5191,no
57,blue-collar,divorced,professional.course,4,no,1.1,93.994,-36.4,4.859,5191,no
31,management,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
52,admin.,married,high.school,0,unknown,1.1,93.994,-36.4,4.859,5191,no
40,blue-collar,single,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
37,admin.,married,university.degree,5,no,1.1,93.994,-36.4,4.859,5191,yes
39,blue-collar,married,basic.6y,1,no,1.1,93.994,-36.4,4.859,5191,no
34,self-employed,single,university.degree,0,yes,1.1,93.994,-36.4,4.859,5191,no
38,technician,single,professional.course,0,unknown,1.1,93.994,-36.4,4.859,5191,no
43,services,married,high.school,4,no,1.1,93.994,-36.4,4.859,5191,no
33,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.859,5191,no
51,services,married,high.school,4,yes,1.1,93.994,-36.4,4.859,5191,no
51,services,married,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
50,housemaid,married,basic.9y,4,yes,1.1,93.994,-36.4,4.859,5191,no
45,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.859,5191,no
27,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,yes
50,admin.,married,university.degree,4,yes,1.1,93.994,-36.4,4.859,5191,no
53,services,married,high.school,3,yes,1.1,93.994,-36.4,4.859,5191,no
42,management,married,university.degree,4,yes,1.1,93.994,-36.4,4.859,5191,no
41,admin.,married,high.school,1,yes,1.1,93.994,-36.4,4.859,5191,no
57,retired,married,university.degree,5,no,1.1,93.994,-36.4,4.859,5191,yes
47,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
29,housemaid,married,high.school,1,no,1.1,93.994,-36.4,4.859,5191,no
39,unemployed,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
33,services,single,basic.6y,0,yes,1.1,93.994,-36.4,4.859,5191,no
51,services,married,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
37,blue-collar,married,basic.4y,4,yes,1.1,93.994,-36.4,4.859,5191,yes
36,admin.,married,university.degree,2,yes,1.1,93.994,-36.4,4.859,5191,no
48,blue-collar,married,basic.4y,5,yes,1.1,93.994,-36.4,4.859,5191,no
44,technician,single,unknown,0,no,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
54,management,married,university.degree,2,no,1.1,93.994,-36.4,4.859,5191,no
40,housemaid,divorced,basic.6y,2,yes,1.1,93.994,-36.4,4.859,5191,no
52,management,married,professional.course,3,yes,1.1,93.994,-36.4,4.859,5191,no
33,unemployed,divorced,basic.9y,1,no,1.1,93.994,-36.4,4.859,5191,yes
35,blue-collar,married,basic.9y,5,yes,1.1,93.994,-36.4,4.859,5191,no
43,unknown,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
38,services,married,high.school,5,no,1.1,93.994,-36.4,4.859,5191,no
55,admin.,married,high.school,1,no,1.1,93.994,-36.4,4.859,5191,no
42,blue-collar,married,basic.4y,4,no,1.1,93.994,-36.4,4.859,5191,no
40,services,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
49,admin.,divorced,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
54,blue-collar,married,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
49,blue-collar,married,basic.6y,2,yes,1.1,93.994,-36.4,4.859,5191,no
37,services,married,high.school,1,yes,1.1,93.994,-36.4,4.859,5191,no
54,blue-collar,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
33,blue-collar,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,yes
49,blue-collar,married,basic.9y,1,yes,1.1,93.994,-36.4,4.859,5191,no
36,blue-collar,married,basic.6y,0,no,1.1,93.994,-36.4,4.859,5191,no
48,entrepreneur,married,university.degree,5,yes,1.1,93.994,-36.4,4.859,5191,no
35,student,married,university.degree,3,yes,1.1,93.994,-36.4,4.859,5191,yes
42,blue-collar,divorced,basic.6y,5,no,1.1,93.994,-36.4,4.859,5191,no
35,technician,divorced,professional.course,3,no,1.1,93.994,-36.4,4.859,5191,no
51,unemployed,married,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
48,retired,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
50,admin.,divorced,basic.9y,4,yes,1.1,93.994,-36.4,4.859,5191,no
35,admin.,married,high.school,4,unknown,1.1,93.994,-36.4,4.859,5191,no
45,services,married,high.school,5,no,1.1,93.994,-36.4,4.859,5191,no
46,management,divorced,university.degree,1,unknown,1.1,93.994,-36.4,4.859,5191,no
29,services,married,high.school,4,unknown,1.1,93.994,-36.4,4.859,5191,no
39,management,married,university.degree,3,yes,1.1,93.994,-36.4,4.859,5191,no
34,entrepreneur,married,basic.4y,5,no,1.1,93.994,-36.4,4.859,5191,no
37,admin.,married,high.school,4,yes,1.1,93.994,-36.4,4.859,5191,no
26,services,single,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
52,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.859,5191,no
42,admin.,married,basic.9y,1,yes,1.1,93.994,-36.4,4.859,5191,no
44,blue-collar,divorced,basic.4y,5,yes,1.1,93.994,-36.4,4.859,5191,no
55,blue-collar,married,basic.4y,4,yes,1.1,93.994,-36.4,4.859,5191,no
41,technician,married,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
53,services,married,high.school,3,no,1.1,93.994,-36.4,4.859,5191,no
39,admin.,married,basic.4y,4,yes,1.1,93.994,-36.4,4.859,5191,no
40,technician,married,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
42,services,married,professional.course,2,yes,1.1,93.994,-36.4,4.859,5191,no
29,services,divorced,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
30,blue-collar,divorced,basic.9y,3,yes,1.1,93.994,-36.4,4.859,5191,no
41,housemaid,married,basic.6y,0,no,1.1,93.994,-36.4,4.859,5191,no
30,blue-collar,divorced,basic.9y,3,yes,1.1,93.994,-36.4,4.859,5191,no
52,blue-collar,married,basic.9y,5,yes,1.1,93.994,-36.4,4.859,5191,no
41,housemaid,married,basic.6y,1,no,1.1,93.994,-36.4,4.859,5191,no
34,technician,divorced,professional.course,2,no,1.1,93.994,-36.4,4.859,5191,no
40,admin.,single,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,married,basic.9y,2,no,1.1,93.994,-36.4,4.859,5191,no
42,blue-collar,married,basic.6y,5,yes,1.1,93.994,-36.4,4.859,5191,no
35,blue-collar,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
28,entrepreneur,married,university.degree,1,no,1.1,93.994,-36.4,4.859,5191,no
29,services,divorced,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
50,housemaid,divorced,basic.4y,1,no,1.1,93.994,-36.4,4.859,5191,no
56,unemployed,divorced,high.school,3,yes,1.1,93.994,-36.4,4.859,5191,no
48,admin.,divorced,high.school,4,yes,1.1,93.994,-36.4,4.859,5191,no
29,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
42,blue-collar,married,basic.6y,2,no,1.1,93.994,-36.4,4.859,5191,no
51,management,married,basic.4y,3,no,1.1,93.994,-36.4,4.859,5191,no
29,technician,single,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
41,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.859,5191,no
28,services,single,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
34,management,married,university.degree,3,yes,1.1,93.994,-36.4,4.859,5191,no
31,admin.,married,university.degree,4,no,1.1,93.994,-36.4,4.859,5191,yes
47,blue-collar,married,basic.9y,5,yes,1.1,93.994,-36.4,4.859,5191,no
40,blue-collar,married,basic.4y,4,yes,1.1,93.994,-36.4,4.859,5191,no
31,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.859,5191,no
39,unemployed,married,university.degree,2,no,1.1,93.994,-36.4,4.859,5191,yes
52,blue-collar,married,basic.4y,2,yes,1.1,93.994,-36.4,4.859,5191,no
50,technician,married,professional.course,5,yes,1.1,93.994,-36.4,4.859,5191,no
36,blue-collar,married,basic.6y,2,yes,1.1,93.994,-36.4,4.859,5191,no
56,blue-collar,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
35,unknown,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
29,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.859,5191,no
29,blue-collar,married,professional.course,0,yes,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
29,blue-collar,married,high.school,5,no,1.1,93.994,-36.4,4.859,5191,no
50,admin.,married,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
39,blue-collar,married,basic.4y,3,yes,1.1,93.994,-36.4,4.859,5191,no
29,blue-collar,married,professional.course,2,yes,1.1,93.994,-36.4,4.859,5191,no
41,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,married,high.school,5,no,1.1,93.994,-36.4,4.859,5191,no
43,technician,divorced,professional.course,1,unknown,1.1,93.994,-36.4,4.859,5191,no
48,admin.,divorced,high.school,1,yes,1.1,93.994,-36.4,4.859,5191,no
38,admin.,married,university.degree,5,no,1.1,93.994,-36.4,4.859,5191,yes
32,admin.,single,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
35,admin.,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
39,blue-collar,married,basic.6y,2,no,1.1,93.994,-36.4,4.859,5191,no
47,blue-collar,married,basic.6y,3,no,1.1,93.994,-36.4,4.859,5191,no
41,entrepreneur,married,basic.4y,0,no,1.1,93.994,-36.4,4.859,5191,no
41,management,married,unknown,5,no,1.1,93.994,-36.4,4.859,5191,no
40,blue-collar,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,yes
43,unknown,married,university.degree,1,no,1.1,93.994,-36.4,4.859,5191,yes
35,services,married,high.school,2,no,1.1,93.994,-36.4,4.859,5191,no
49,services,married,high.school,5,yes,1.1,93.994,-36.4,4.859,5191,no
40,services,married,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
24,student,single,high.school,0,no,1.1,93.994,-36.4,4.859,5191,no
49,blue-collar,married,basic.9y,4,yes,1.1,93.994,-36.4,4.859,5191,no
41,management,married,university.degree,5,yes,1.1,93.994,-36.4,4.859,5191,no
44,admin.,married,university.degree,2,yes,1.1,93.994,-36.4,4.859,5191,no
28,services,divorced,high.school,3,yes,1.1,93.994,-36.4,4.859,5191,no
41,blue-collar,married,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
35,technician,married,university.degree,5,no,1.1,93.994,-36.4,4.859,5191,yes
35,blue-collar,single,basic.6y,0,yes,1.1,93.994,-36.4,4.859,5191,no
32,blue-collar,married,basic.6y,3,yes,1.1,93.994,-36.4,4.859,5191,no
45,admin.,married,university.degree,5,no,1.1,93.994,-36.4,4.859,5191,yes
36,technician,married,professional.course,5,yes,1.1,93.994,-36.4,4.859,5191,no
41,technician,married,basic.9y,3,yes,1.1,93.994,-36.4,4.859,5191,no
40,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
41,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
43,blue-collar,single,basic.4y,0,no,1.1,93.994,-36.4,4.859,5191,no
38,technician,married,professional.course,5,yes,1.1,93.994,-36.4,4.859,5191,no
28,entrepreneur,married,basic.4y,1,yes,1.1,93.994,-36.4,4.859,5191,no
36,services,single,unknown,0,yes,1.1,93.994,-36.4,4.859,5191,no
28,entrepreneur,married,basic.4y,5,no,1.1,93.994,-36.4,4.859,5191,no
35,technician,married,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
56,management,married,university.degree,1,no,1.1,93.994,-36.4,4.859,5191,yes
25,blue-collar,single,basic.9y,0,yes,1.1,93.994,-36.4,4.859,5191,no
59,blue-collar,married,basic.4y,5,yes,1.1,93.994,-36.4,4.859,5191,no
28,entrepreneur,married,basic.4y,4,yes,1.1,93.994,-36.4,4.859,5191,no
56,services,married,basic.9y,5,no,1.1,93.994,-36.4,4.859,5191,no
33,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.859,5191,yes
36,admin.,divorced,high.school,5,yes,1.1,93.994,-36.4,4.859,5191,no
41,technician,married,basic.9y,4,no,1.1,93.994,-36.4,4.859,5191,no
35,unknown,married,basic.9y,0,no,1.1,93.994,-36.4,4.859,5191,no
24,services,single,high.school,0,yes,1.1,93.994,-36.4,4.859,5191,no
35,self-employed,single,basic.6y,0,no,1.1,93.994,-36.4,4.859,5191,no
32,technician,divorced,professional.course,0,yes,1.1,93.994,-36.4,4.859,5191,no
29,technician,married,professional.course,0,no,1.1,93.994,-36.4,4.859,5191,no
